State,County,County FIPS Code,2010 Population,CO          8-hr (ppm),Pb           3-mo (µg/m3),NO2         AM (ppb),NO2          1-hr (ppb),O3            8-hr (ppm),PM10        24-hr (µg/m3),PM2.5     Wtd AM (µg/m3),PM2.5     24-hr (µg/m3),SO2         1-hr (ppb)
Wisconsin,Marathon County,55073.0,134063.0,,,,,0.075,,,,
Wisconsin,Milwaukee County,55079.0,947735.0,1.0,,11.0,46.0,0.076,209.0,11.0,35.0,3.0
Wisconsin,Monroe County,55081.0,44673.0,,,,,,,8.4,29.0,
Wisconsin,Oneida County,55085.0,35998.0,,,,,,,,,2.0
Wisconsin,Outagamie County,55087.0,176695.0,,,,,0.072,,10.0,47.0,26.0
Wisconsin,Ozaukee County,55089.0,86395.0,,,,,0.077,,8.3,30.0,
Wisconsin,Racine County,55101.0,195408.0,,,,,0.076,,,,
Wisconsin,Rock County,55105.0,160331.0,,,,,0.084,,,,
Wisconsin,St. Croix County,55109.0,84345.0,,,,,,,,,
Wisconsin,Sauk County,55111.0,61976.0,,,,,0.076,153.0,9.2,38.0,
Wisconsin,Sheboygan County,55117.0,115507.0,,,,,0.082,,,,
Wisconsin,Taylor County,55119.0,20689.0,,,,,0.072,,8.4,37.0,
Wisconsin,Vilas County,55125.0,21430.0,,,,,0.073,,7.1,33.0,
Wisconsin,Walworth County,55127.0,102228.0,,,,,0.082,,,,
Wisconsin,Waukesha County,55133.0,389891.0,,,,,0.08,207.0,10.9,39.0,
Wisconsin,Waupaca County,55135.0,52410.0,,,,,,,,,
Wisconsin,Winnebago County,55139.0,166994.0,,,,,,,,,
Wisconsin,Wood County,55141.0,74749.0,,,,,,,,,
Wyoming,Albany County,56001.0,36299.0,,,,,0.065,195.0,2.5,8.0,
Wyoming,Big Horn County,56003.0,11668.0,,,,,0.058,,,,
Wyoming,Campbell County,56005.0,46133.0,,,1.0,8.0,0.06,129.0,5.9,34.0,
Wyoming,Carbon County,56007.0,15885.0,,,3.0,27.0,,,,,6.0
Wyoming,Converse County,56009.0,13833.0,1.0,,1.0,14.0,0.058,111.0,,,
Wyoming,Fremont County,56013.0,40123.0,,,4.0,28.0,0.065,46.0,6.3,20.0,124.0
Wyoming,Goshen County,56015.0,13249.0,,,,,,,,,
Wyoming,Johnson County,56019.0,8569.0,,,1.0,4.0,0.057,60.0,,,
Wyoming,Laramie County,56021.0,91738.0,0.0,,3.0,29.0,0.059,92.0,5.6,22.0,1.0
Wyoming,Lincoln County,56023.0,18106.0,,,5.0,,0.042,44.0,2.2,6.0,
Wyoming,Natrona County,56025.0,75450.0,,,4.0,34.0,0.058,,3.1,13.0,7.0
Wyoming,Park County,56029.0,28205.0,,,,,,,3.3,12.0,
Wyoming,Platte County,56031.0,8667.0,,,,,,335.0,,,
Wyoming,Sheridan County,56033.0,29116.0,,,,,0.038,60.0,6.8,24.0,
Wyoming,Sublette County,56035.0,10247.0,,,2.0,17.0,0.072,27.0,3.4,9.0,
Wyoming,Sweetwater County,56037.0,43806.0,,,3.0,13.0,0.076,106.0,3.7,11.0,15.0
Wyoming,Teton County,56039.0,21294.0,0.0,,1.0,,0.06,50.0,2.8,10.0,
Wyoming,Uinta County,56041.0,21118.0,,,,,,35.0,,,
Wyoming,Weston County,56045.0,7208.0,,,,,0.062,,,,3.0
Puerto Rico,"Adjuntas Municipio, Puerto Rico",72001.0,19483.0,,,,,,,,,
Puerto Rico,"Arecibo Municipio, Puerto Rico",72013.0,96440.0,,0.01,,,,,,,
Puerto Rico,"Bayamón Municipio, Puerto Rico",72021.0,208116.0,,,,,0.033,,6.3,18.0,
Puerto Rico,"Caguas Municipio, Puerto Rico",72025.0,142893.0,2.0,,,,,,,,
Puerto Rico,"Cataño Municipio, Puerto Rico",72033.0,28140.0,,,,,,73.0,,,0.0
Puerto Rico,"Fajardo Municipio, Puerto Rico",72053.0,36993.0,,,,,,,6.9,20.0,
Puerto Rico,"Guayama Municipio, Puerto Rico",72057.0,45362.0,,,,,,62.0,,,
Puerto Rico,"Guayanilla Municipio, Puerto Rico",72059.0,21581.0,,,,,,,,,
Puerto Rico,"Guaynabo Municipio, Puerto Rico",72061.0,97924.0,,,,,,67.0,,,
Puerto Rico,"Humacao Municipio, Puerto Rico",72069.0,58466.0,,,,,,,,,
Puerto Rico,"Lares Municipio, Puerto Rico",72081.0,30753.0,,,,,,,,,
Puerto Rico,"Mayagüez Municipio, Puerto Rico",72097.0,89080.0,,,,,0.043,,,,
Puerto Rico,"Ponce Municipio, Puerto Rico",72113.0,166327.0,10.0,,,,,109.0,,,
Puerto Rico,"Salinas Municipio, Puerto Rico",72123.0,31078.0,,,,,,,,,
Puerto Rico,"San Juan Municipio, Puerto Rico",72127.0,395326.0,,,,,,,,,
,,,,,,,,,,,,
CO -  Second maximum non-overlapping 8-hour concentration (applicable NAAQS is 9 ppm),,,,,,,,,,,,
Pb  -  Maximum rolling 3 month average (applicable NAAQS is 0.15 µg/m3),,,,,,,,,,,,
NO2  (AM) -  Arithmetic mean concentration (applicable NAAQS is 53 ppb),,,,,,,,,,,,
NO2  (1-hr)  -  98th percentile daily maximum 1-hour concentration (applicable NAAQS is 100 ppb),,,,,,,,,,,,
O3  -  Fourth daily maximum 8-hour concentration (applicable NAAQS is 0.070 ppm),,,,,,,,,,,,
PM10  -  Second maximum 24-hour concentration (applicable NAAQS is 150 µg/m3),,,,,,,,,,,,
PM2.5  (Wtd AM)  -  Weighted annual mean concentration (applicable NAAQS is 9.0 µg/m3),,,,,,,,,,,,
PM2.5  (24-hr)  -  98th percentile 24-hour concentration (applicable NAAQS is 35 µg/m3),,,,,,,,,,,,
SO2  -  99th percentile daily maximum 1-hour concentration (applicable NAAQS is 75 ppb),,,,,,,,,,,,
ND  -  No Data,,,,,,,,,,,,
IN  -  Insufficient data to calculate summary statistic,,,,,,,,,,,,
µg/m3  -  micrograms per cubic meter,,,,,,,,,,,,
ppm  -  parts per million,,,,,,,,,,,,
ppb  -  parts per billion,,,,,,,,,,,,
